City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Capacity (Tons),Year,Latitude,Longitude,Utilization_Ratio,Cost_Efficiency,Campaign_Intensity,Waste_to_Density,Density_Bin
Nagpur,E-Waste,1683,52,19087,8,Recycling,928,3,49830,2021,35.7049,71.8706,0.03377483443640829,0.008611410118406888,0.00015716680637049455,0.08817057837384744,Mid-High
Nagpur,Construction,1312,65,19087,8,Incineration,4213,6,49830,2021,35.7049,71.8706,0.026329520368727082,0.0018984337921214998,0.0003143336127409891,0.06873428331936295,Mid-High
Nagpur,Hazardous,8479,57,19087,5,Incineration,3518,13,49830,2021,35.7049,71.8706,0.17015853902929642,0.0014208581983518045,0.0006810561609388097,0.4442057837384744,Mid-High
Nagpur,Plastic,4929,39,19087,8,Composting,4371,14,49830,2022,35.7049,71.8706,0.09891631547062178,0.0018298261665141812,0.0007334450963956412,0.25822506286672253,Mid-High
Nagpur,Organic,8001,78,19087,7,Landfill,1652,11,49830,2022,35.7049,71.8706,0.1605659241388608,0.004234724742891712,0.0005762782900251466,0.41916387259010895,Mid-High
Nagpur,E-Waste,4941,42,19087,7,Recycling,1341,13,49830,2022,35.7049,71.8706,0.0991571342544821,0.005216095380029807,0.0006810561609388097,0.2588537300922045,Mid-High
Nagpur,Construction,7157,54,19087,9,Landfill,3776,16,49830,2022,35.7049,71.8706,0.14362833634068575,0.0023828435266084196,0.0008382229673093043,0.37494761106454316,Mid-High
Nagpur,Hazardous,4487,70,19087,8,Landfill,753,6,49830,2022,35.7049,71.8706,0.09004615693176708,0.010610079575596816,0.0003143336127409891,0.23506915339480303,Mid-High
Nagpur,Plastic,8211,56,19087,10,Incineration,3459,1,49830,2023,35.7049,71.8706,0.1647802528564162,0.002890173410404624,5.238893545683152e-05,0.4301655490360436,Mid-High
Nagpur,Organic,3087,44,19087,8,Composting,1673,11,49830,2023,35.7049,71.8706,0.061950632148064406,0.0047789725209080045,0.0005762782900251466,0.1617246437552389,Mid-High
Nagpur,E-Waste,2446,34,19087,7,Landfill,3797,19,49830,2023,35.7049,71.8706,0.04908689544352625,0.0018430753027909425,0.0009953897736797988,0.12814333612740988,Mid-High
Nagpur,Construction,7276,84,19087,6,Composting,4414,3,49830,2023,35.7049,71.8706,0.1460164559473005,0.0013590033975084937,0.00015716680637049455,0.3811818943839061,Mid-High
Nagpur,Hazardous,2698,60,19087,6,Composting,4250,13,49830,2023,35.7049,71.8706,0.05414408990459273,0.0014114326040931546,0.0006810561609388097,0.14134534786253145,Mid-High
Patna,Plastic,4649,46,16101,7,Landfill,4941,5,67316,2019,18.5496,94.8411,0.06906233287674458,0.00141643059490085,0.0003105204322444417,0.2887218979008819,Mid-High
Patna,Organic,8814,55,16101,7,Incineration,1093,12,67316,2019,18.5496,94.8411,0.13093469605842692,0.006398537477148081,0.0007452490373866601,0.5473854179605018,Mid-High
Patna,E-Waste,9674,61,16101,9,Composting,4410,6,67316,2019,18.5496,94.8411,0.14371026204552098,0.0020403536613012923,0.00037262451869333004,0.6007949323065458,Mid-High
Patna,Construction,2770,38,16101,7,Composting,4725,1,67316,2019,18.5496,94.8411,0.041149206725872765,0.0014811680067710537,6.210408644888833e-05,0.1720283194634207,Mid-High
Patna,Hazardous,8112,75,16101,8,Landfill,4847,14,67316,2019,18.5496,94.8411,0.12050626893872919,0.0016501650165016502,0.0008694572102844367,0.5037883492733822,Mid-High
Patna,Plastic,2480,54,16101,6,Composting,2899,1,67316,2020,18.5496,94.8411,0.036841167032550345,0.0020689655172413794,6.210408644888833e-05,0.15401813439324308,Mid-High
Patna,Organic,9551,53,16101,10,Recycling,613,2,67316,2020,18.5496,94.8411,0.1418830590031808,0.016286644951140065,0.00012420817289777666,0.5931561296733325,Mid-High
Patna,E-Waste,8893,30,16101,9,Composting,2435,5,67316,2020,18.5496,94.8411,0.1321082654921251,0.003694581280788177,0.0003105204322444417,0.552291640789964,Mid-High
Patna,Construction,2294,60,16101,7,Composting,1318,12,67316,2020,18.5496,94.8411,0.03407807950510907,0.00530705079605762,0.0007452490373866601,0.14246677431374985,Mid-High
Patna,Hazardous,5732,35,16101,10,Landfill,3828,5,67316,2020,18.5496,94.8411,0.08515063283491071,0.0026116479498563593,0.0003105204322444417,0.35598062352502796,Mid-High
Patna,Plastic,7850,30,16101,9,Recycling,2453,0,67316,2021,18.5496,94.8411,0.1166141779054517,0.003667481662591687,0.0,0.48751707862377347,Mid-High
Patna,Organic,8634,78,16101,6,Incineration,2042,15,67316,2021,18.5496,94.8411,0.12826074038670954,0.002936857562408223,0.0009315612967333251,0.5362066823997019,Mid-High
Patna,E-Waste,2971,34,16101,10,Recycling,3891,11,67316,2021,18.5496,94.8411,0.04413512389262382,0.0025693730729701952,0.0006831449509377717,0.18451124083964726,Mid-High
Patna,Construction,3937,60,16101,10,Recycling,2798,17,67316,2021,18.5496,94.8411,0.05848535266417367,0.0035727045373347625,0.0010557694696311018,0.2445037883492734,Mid-High
Patna,Hazardous,2450,81,16101,6,Composting,2554,9,67316,2021,18.5496,94.8411,0.036395507753930786,0.0023483365949119373,0.0005589367780399951,0.15215501179977642,Mid-High
Patna,Plastic,5289,80,16101,6,Composting,4814,2,67316,2022,18.5496,94.8411,0.07856973082062854,0.0012461059190031153,0.00012420817289777666,0.3284685132281704,Mid-High
Patna,Organic,2838,64,16101,8,Recycling,2341,9,67316,2022,18.5496,94.8411,0.042159367757410436,0.0034158838599487617,0.0005589367780399951,0.1762513973419451,Mid-High
Patna,E-Waste,4581,38,16101,10,Recycling,874,14,67316,2022,18.5496,94.8411,0.06805217184520691,0.011428571428571429,0.0008694572102844367,0.2844988200223575,Mid-High
Patna,Construction,8770,85,16101,5,Landfill,4856,16,67316,2022,18.5496,94.8411,0.13028106244978488,0.0010294420424130121,0.0009936653831822133,0.5446528381567507,Mid-High
Patna,Hazardous,9560,50,16101,9,Incineration,3551,12,67316,2022,18.5496,94.8411,0.14201675678676665,0.002533783783783784,0.0007452490373866601,0.5937150664513725,Mid-High
Patna,Plastic,9786,79,16101,8,Landfill,4591,12,67316,2023,18.5496,94.8411,0.1453740566857007,0.0017421602787456446,0.0007452490373866601,0.6077505899888213,Mid-High
Patna,Organic,1934,32,16101,6,Recycling,3517,20,67316,2023,18.5496,94.8411,0.02873016816167434,0.0017055144968732233,0.0012420817289777667,0.12010930319215005,Mid-High
Patna,E-Waste,7176,61,16101,6,Incineration,4670,16,67316,2023,18.5496,94.8411,0.1066016994457989,0.0012845215157353885,0.0009936653831822133,0.4456589243572227,Mid-High
Patna,Construction,3657,41,16101,6,Landfill,2447,15,67316,2023,18.5496,94.8411,0.05432586606372444,0.0024509803921568627,0.0009315612967333251,0.22711464414358465,Mid-High
Patna,Hazardous,666,58,16101,6,Composting,2751,9,67316,2023,18.5496,94.8411,0.009893635985354246,0.002180232558139535,0.0005589367780399951,0.041361321574959635,Mid-High
Bhopal,Plastic,4466,83,4071,8,Recycling,3118,17,83130,2019,18.3203,75.8314,0.05372308432510859,0.0025649246553382495,0.004174852652259332,1.0967583497053046,Low
Bhopal,Organic,6799,51,4071,5,Composting,1735,7,83130,2019,18.3203,75.8314,0.0817875616494432,0.002880184331797235,0.001719056974459725,1.6696954813359528,Low
Bhopal,E-Waste,7350,36,4071,9,Incineration,3424,5,83130,2019,18.3203,75.8314,0.0884157343908527,0.002627737226277372,0.0012278978388998035,1.8050098231827112,Low
Bhopal,Construction,9384,71,4071,5,Landfill,1922,18,83130,2019,18.3203,75.8314,0.11288343558146419,0.0026001040041601664,0.0044204322200392925,2.3045186640471513,Low
Bhopal,Hazardous,8117,44,4071,6,Composting,1207,14,83130,2019,18.3203,75.8314,0.09764224708170767,0.004966887417218543,0.00343811394891945,1.9933693516699411,Low
Bhopal,Plastic,7146,63,4071,10,Composting,2539,16,83130,2020,18.3203,75.8314,0.08596174666082088,0.003937007874015748,0.003929273084479371,1.7549115913555993,Low
Bhopal,Organic,2797,74,4071,10,Landfill,2013,19,83130,2020,18.3203,75.8314,0.03364609647499524,0.004965243296921549,0.004666011787819254,0.6868860510805501,Low
Bhopal,E-Waste,9730,59,4071,8,Recycling,3752,10,83130,2020,18.3203,75.8314,0.11704559124122405,0.0021316280309086064,0.002455795677799607,2.3894891944990175,Low
Bhopal,Construction,2396,42,4071,10,Composting,4938,13,83130,2020,18.3203,75.8314,0.0288223264762562,0.002024701356549909,0.0031925343811394892,0.5884086444007859,Low
Bhopal,Hazardous,8644,36,4071,8,Recycling,4560,11,83130,2020,18.3203,75.8314,0.1039817153842899,0.0017540013155009867,0.0027013752455795677,2.1227897838899805,Low
Bhopal,Plastic,3735,47,4071,10,Landfill,4938,14,83130,2021,18.3203,75.8314,0.044929628292494535,0.002024701356549909,0.00343811394891945,0.9172396856581533,Low
Bhopal,Organic,1025,48,4071,10,Composting,503,17,83130,2021,18.3203,75.8314,0.012330085408248165,0.01984126984126984,0.004174852652259332,0.25171905697445973,Low
Bhopal,E-Waste,2177,52,4071,7,Composting,3857,10,83130,2021,18.3203,75.8314,0.02618789847195732,0.0018144116122343183,0.002455795677799607,0.5346267190569745,Low
Bhopal,Construction,9006,30,4071,9,Recycling,4386,9,83130,2021,18.3203,75.8314,0.10833634066993461,0.0020515158422612263,0.0022102161100196463,2.211689587426326,Low
Bhopal,Hazardous,9834,44,4071,6,Recycling,4541,6,83130,2021,18.3203,75.8314,0.11829664380947558,0.001321003963011889,0.0014734774066797642,2.415029469548134,Low
Bhopal,Plastic,2220,67,4071,9,Landfill,1402,8,83130,2022,18.3203,75.8314,0.026705160591522857,0.006414825374198147,0.0019646365422396855,0.5451866404715128,Low
Bhopal,Organic,1942,42,4071,9,Landfill,3010,17,83130,2022,18.3203,75.8314,0.0233610008417736,0.0029890401859847225,0.004174852652259332,0.4769155206286837,Low
Bhopal,E-Waste,9089,53,4071,7,Landfill,3699,12,83130,2022,18.3203,75.8314,0.10933477685421226,0.0018918918918918919,0.0029469548133595285,2.232072691552063,Low
Bhopal,Construction,7209,52,4071,5,Recycling,3052,2,83130,2022,18.3203,75.8314,0.08671959581274247,0.0016377333770062235,0.0004911591355599214,1.7703831041257367,Low
Bhopal,Hazardous,4153,74,4071,7,Incineration,4045,0,83130,2022,18.3203,75.8314,0.04995789726873623,0.0017301038062283738,0.0,1.0198919449901769,Low
Bhopal,Plastic,9364,83,4071,10,Landfill,892,11,83130,2023,18.3203,75.8314,0.11264284854910812,0.011198208286674132,0.0027013752455795677,2.299607072691552,Low
Bhopal,Organic,1667,72,4071,10,Landfill,1400,10,83130,2023,18.3203,75.8314,0.020052929146877747,0.007137758743754461,0.002455795677799607,0.4093811394891945,Low
Bhopal,E-Waste,4863,45,4071,9,Incineration,3429,14,83130,2023,18.3203,75.8314,0.05849873691737642,0.0026239067055393588,0.00343811394891945,1.194253438113949,Low
Bhopal,Construction,6131,50,4071,8,Composting,714,17,83130,2023,18.3203,75.8314,0.07375195476875074,0.011188811188811189,0.004174852652259332,1.5056483300589392,Low
Bhopal,Hazardous,7203,43,4071,9,Recycling,3001,19,83130,2023,18.3203,75.8314,0.08664741970303565,0.0029980013324450365,0.004666011787819254,1.768909626719057,Low
Thiruvananthapuram,Plastic,4709,49,18418,8,Landfill,3236,3,30373,2019,17.2935,83.4447,0.15503901490945776,0.002471424158171146,0.00016287529181823116,0.25565991639068353,Mid-High
Thiruvananthapuram,Organic,8515,64,18418,7,Incineration,4289,5,30373,2019,17.2935,83.4447,0.28034767720408427,0.0016317016317016317,0.00027145881969705196,0.46229436994407946,Mid-High
Thiruvananthapuram,E-Waste,8079,39,18418,6,Recycling,1230,7,30373,2019,17.2935,83.4447,0.26599282256392215,0.00487408610885459,0.00038004234757587274,0.43862316086649655,Mid-High
Thiruvananthapuram,Construction,9230,73,18418,8,Recycling,957,4,30373,2019,17.2935,83.4447,0.3038883218548089,0.008350730688935281,0.00021716705575764158,0.5011129811607579,Mid-High
Thiruvananthapuram,Hazardous,8655,61,18418,7,Landfill,1124,0,30373,2019,17.2935,83.4447,0.2849570341986318,0.006222222222222222,0.0,0.46989521689559693,Mid-High
Thiruvananthapuram,Plastic,4070,83,18418,7,Landfill,4747,1,30373,2020,17.2935,83.4447,0.13400059262720176,0.0014743049705139006,5.4291763939410394e-05,0.2209674792334003,Mid-High
Thiruvananthapuram,Organic,4982,44,18418,10,Recycling,3279,6,30373,2020,17.2935,83.4447,0.16402726104882537,0.003048780487804878,0.0003257505836364623,0.2704815679461426,Mid-High
Thiruvananthapuram,E-Waste,2323,84,18418,8,Recycling,907,12,30373,2020,17.2935,83.4447,0.07648240213095571,0.00881057268722467,0.0006515011672729246,0.12611976763125035,Mid-High
Thiruvananthapuram,Construction,917,35,18418,7,Incineration,1559,14,30373,2020,17.2935,83.4447,0.030191288314286,0.004487179487179487,0.0007600846951517455,0.04978554753243933,Mid-High
Thiruvananthapuram,Hazardous,8160,78,18418,5,Landfill,4193,16,30373,2020,17.2935,83.4447,0.26865966482505316,0.0011921793037672865,0.0008686682230305663,0.4430207937455888,Mid-High
Thiruvananthapuram,Plastic,7306,67,18418,5,Landfill,1198,3,30373,2021,17.2935,83.4447,0.24054258715831356,0.004170141784820684,0.00016287529181823116,0.3966556273413323,Mid-High
Thiruvananthapuram,Organic,3645,54,18418,10,Incineration,2113,18,30373,2021,17.2935,83.4447,0.12000790175089691,0.004730368968779565,0.0009772517509093871,0.19789347955915088,Mid-High
Thiruvananthapuram,E-Waste,8521,58,18418,5,Composting,2668,14,30373,2021,17.2935,83.4447,0.2805452210752792,0.0018733608092918695,0.0007600846951517455,0.46262012052771595,Mid-High
Thiruvananthapuram,Construction,4348,74,18418,10,Incineration,516,20,30373,2021,17.2935,83.4447,0.14315345865923176,0.019342359767891684,0.0010858352787882079,0.2360605896085564,Mid-High
Thiruvananthapuram,Hazardous,8086,37,18418,9,Composting,4283,0,30373,2021,17.2935,83.4447,0.2662232904136495,0.0021008403361344537,0.0,0.43900320321407243,Mid-High
Thiruvananthapuram,Plastic,3990,65,18418,10,Recycling,4017,7,30373,2022,17.2935,83.4447,0.1313666743446032,0.0024888003982080635,0.00038004234757587274,0.21662413811824746,Mid-High
Thiruvananthapuram,Organic,3262,70,18418,6,Incineration,2759,14,30373,2022,17.2935,83.4447,0.10739801797295631,0.002173913043478261,0.0007600846951517455,0.1770997339703567,Mid-High
Thiruvananthapuram,E-Waste,4682,46,18418,9,Incineration,4895,1,30373,2022,17.2935,83.4447,0.15415006748908075,0.001838235294117647,5.4291763939410394e-05,0.25419403876431945,Mid-High
Thiruvananthapuram,Construction,5653,48,18418,9,Landfill,2017,7,30373,2022,17.2935,83.4447,0.1861192506441208,0.0044598612487611496,0.00038004234757587274,0.30691134154948696,Mid-High
Thiruvananthapuram,Hazardous,3598,84,18418,10,Landfill,2156,15,30373,2022,17.2935,83.4447,0.11846047475987026,0.004636068613815485,0.0008143764590911558,0.19534176665399858,Mid-High
Thiruvananthapuram,Plastic,3165,46,18418,9,Recycling,4394,2,30373,2023,17.2935,83.4447,0.10420439205530556,0.0020477815699658703,0.00010858352787882079,0.17183343286823388,Mid-High
Thiruvananthapuram,Organic,8796,81,18418,9,Incineration,2365,1,30373,2023,17.2935,83.4447,0.2895993151717117,0.0038038884192730348,5.4291763939410394e-05,0.4775503556110538,Mid-High
Thiruvananthapuram,E-Waste,1484,57,18418,9,Recycling,1031,9,30373,2023,17.2935,83.4447,0.0488591841422033,0.00872093023255814,0.0004886258754546936,0.08056897768608502,Mid-High
Thiruvananthapuram,Construction,5645,48,18418,7,Landfill,3612,17,30373,2023,17.2935,83.4447,0.18585585881586092,0.0019374481040686411,0.0009229599869699767,0.3064770074379717,Mid-High
Thiruvananthapuram,Hazardous,684,34,18418,10,Composting,4166,20,30373,2023,17.2935,83.4447,0.022520001316217692,0.0023998080153587713,0.0010858352787882079,0.037135566534556706,Mid-High
Indore,Plastic,8144,67,2929,9,Composting,3555,5,61142,2019,24.6237,95.1044,0.13319812894355437,0.002530933633295838,0.0017064846416382253,2.7795221843003413,Low
Indore,Organic,9725,81,2929,7,Composting,3629,19,61142,2019,24.6237,95.1044,0.15905596807171737,0.001928374655647383,0.006484641638225256,3.3191126279863483,Low
Indore,E-Waste,5037,38,2929,10,Recycling,553,2,61142,2019,24.6237,95.1044,0.08238199600794247,0.018050541516245487,0.0006825938566552901,1.7191126279863482,Low
Indore,Construction,9377,54,2929,10,Composting,886,1,61142,2019,24.6237,95.1044,0.15336429949701735,0.011273957158962795,0.00034129692832764505,3.2003412969283276,Low
Indore,Hazardous,5566,78,2929,5,Composting,1566,13,61142,2019,24.6237,95.1044,0.09103398645626519,0.003190810465858328,0.004436860068259386,1.8996587030716723,Low
Indore,Plastic,9082,78,2929,9,Incineration,4800,16,61142,2020,24.6237,95.1044,0.14853946550409639,0.0018746094563632577,0.005460750853242321,3.0996587030716722,Low
Indore,Organic,6803,69,2929,7,Landfill,1646,8,61142,2020,24.6237,95.1044,0.11126557848759829,0.004250151791135397,0.0027303754266211604,2.3218430034129693,Low
Indore,E-Waste,9293,76,2929,7,Landfill,3839,10,61142,2020,24.6237,95.1044,0.15199044846174495,0.0018229166666666667,0.0034129692832764505,3.1716723549488055,Low
Indore,Construction,4596,77,2929,6,Composting,2361,8,61142,2020,24.6237,95.1044,0.07516927807276227,0.002540220152413209,0.0027303754266211604,1.5686006825938568,Low
Indore,Hazardous,1504,78,2929,5,Incineration,1458,2,61142,2020,24.6237,95.1044,0.024598475679163283,0.003427004797806717,0.0006825938566552901,0.5133105802047782,Low
Indore,Plastic,5086,81,2929,10,Composting,3219,0,61142,2021,24.6237,95.1044,0.08318340911185138,0.003105590062111801,0.0,1.7358361774744027,Low
Indore,Organic,725,79,2929,9,Composting,4952,12,61142,2021,24.6237,95.1044,0.011857642863958365,0.0018170805572380376,0.004095563139931741,0.24744027303754265,Low
Indore,E-Waste,6111,66,2929,10,Incineration,2516,0,61142,2021,24.6237,95.1044,0.09994766281606837,0.003972983710766786,0.0,2.085665529010239,Low
Indore,Construction,4593,55,2929,8,Landfill,3925,0,61142,2021,24.6237,95.1044,0.07512021196435968,0.0020376974019358125,0.0,1.5675767918088737,Low
Indore,Hazardous,783,58,2929,9,Recycling,3261,1,61142,2021,24.6237,95.1044,0.012806254293075034,0.0027590435315757206,0.00034129692832764505,0.2672354948805461,Low
Indore,Plastic,6251,77,2929,6,Composting,2147,6,61142,2022,24.6237,95.1044,0.1022374145415224,0.002793296089385475,0.0020477815699658703,2.1334470989761094,Low
Indore,Organic,2950,44,2929,8,Composting,1006,1,61142,2022,24.6237,95.1044,0.0482483399292099,0.007944389275074478,0.00034129692832764505,1.006825938566553,Low
Indore,E-Waste,8734,30,2929,10,Incineration,3781,4,61142,2022,24.6237,95.1044,0.14284779692939636,0.0026441036488630354,0.0013651877133105802,2.980887372013652,Low
Indore,Construction,8915,80,2929,8,Recycling,624,4,61142,2022,24.6237,95.1044,0.14580811880301905,0.0128,0.0013651877133105802,3.0426621160409555,Low
Indore,Hazardous,5025,36,2929,5,Landfill,3164,12,61142,2022,24.6237,95.1044,0.08218573157433212,0.001579778830963665,0.004095563139931741,1.7150170648464165,Low
Indore,Plastic,4551,56,2929,7,Incineration,2510,0,61142,2023,24.6237,95.1044,0.07443328644672348,0.0027877339705296694,0.0,1.5532423208191126,Low
Indore,Organic,9201,70,2929,9,Recycling,2492,6,61142,2023,24.6237,95.1044,0.15048575447073229,0.0036101083032490976,0.0020477815699658703,3.140273037542662,Low
Indore,E-Waste,4466,74,2929,7,Landfill,4170,5,61142,2023,24.6237,95.1044,0.07304308004198352,0.001678254615200192,0.0017064846416382253,1.5242320819112627,Low
Indore,Construction,814,35,2929,6,Composting,2996,18,61142,2023,24.6237,95.1044,0.013313270746568427,0.002002002002002002,0.0061433447098976105,0.27781569965870306,Low
Indore,Hazardous,7020,79,2929,6,Composting,3768,18,61142,2023,24.6237,95.1044,0.11481469366205203,0.0015919342000530645,0.0061433447098976105,2.3959044368600684,Low
Vadodara,Plastic,5125,37,21598,8,Landfill,3475,6,24927,2019,31.3853,71.6585,0.205600353022602,0.0023014959723820483,0.00027779063845548405,0.23727950368072595,High
Vadodara,Organic,8038,72,21598,7,Recycling,1843,19,24927,2019,31.3853,71.6585,0.3224615878235463,0.003796095444685466,0.0008796703551090328,0.37214685865086344,High
Vadodara,E-Waste,7388,32,21598,7,Recycling,4606,20,24927,2019,31.3853,71.6585,0.2963854454889724,0.001519426958975472,0.0009259687948516135,0.342052872818186,High
Vadodara,Construction,6364,77,21598,6,Incineration,2720,3,24927,2019,31.3853,71.6585,0.25530549202650515,0.002205071664829107,0.00013889531922774202,0.2946432705217834,High
Vadodara,Hazardous,5593,33,21598,6,Landfill,1520,5,24927,2019,31.3853,71.6585,0.2243751755034952,0.0039447731755424065,0.00023149219871290336,0.2589471734802537,High
Vadodara,Plastic,1128,30,21598,7,Incineration,2941,0,24927,2020,31.3853,71.6585,0.04525213623599903,0.002379333786539769,0.0,0.052224640029631,High
Vadodara,Organic,2600,50,21598,5,Incineration,609,8,24927,2020,31.3853,71.6585,0.10430456933829564,0.00819672131147541,0.0003703875179406454,0.12037594333070975,High
Vadodara,E-Waste,6120,47,21598,8,Landfill,1084,19,24927,2020,31.3853,71.6585,0.24551690936552667,0.007373271889400922,0.0008796703551090328,0.28334645122459373,High
Vadodara,Construction,8236,53,21598,5,Recycling,4879,15,24927,2020,31.3853,71.6585,0.33040478195007805,0.0010245901639344263,0.0006944765961387101,0.38131394971989446,High
Vadodara,Hazardous,4637,73,21598,8,Recycling,2427,5,24927,2020,31.3853,71.6585,0.18602318770064497,0.0032948929159802307,0.00023149219871290336,0.2146858650863466,High
Vadodara,Plastic,7724,36,21598,8,Composting,509,11,24927,2021,31.3853,71.6585,0.3098648052188444,0.01568627450980392,0.0005092828371683875,0.3576091485716931,High
Vadodara,Organic,9247,48,21598,8,Incineration,683,0,24927,2021,31.3853,71.6585,0.37096321256585374,0.011695906432748537,0.0,0.4281216722996435,High
Vadodara,E-Waste,6645,81,21598,7,Composting,2420,17,24927,2021,31.3853,71.6585,0.26657840894345175,0.0028913672036348617,0.0007870734756238715,0.3076531320894486,High
Vadodara,Construction,8397,75,21598,6,Incineration,2919,16,24927,2021,31.3853,71.6585,0.3368636418206417,0.002054794520547945,0.0007407750358812908,0.38876799851844995,High
Vadodara,Hazardous,2986,33,21598,5,Composting,755,17,24927,2021,31.3853,71.6585,0.11978978617082722,0.006613756613756613,0.0007870734756238715,0.1382471410713459,High
Vadodara,Plastic,7390,46,21598,5,Incineration,3675,9,24927,2022,31.3853,71.6585,0.29646567977307875,0.0013601741022850925,0.0004166859576832261,0.3421454696976712,High
Vadodara,Organic,3591,71,21598,5,Recycling,3317,12,24927,2022,31.3853,71.6585,0.14406065711300756,0.0015069318866787222,0.0005555812769109681,0.1662576971156072,High
Vadodara,E-Waste,4487,46,21598,7,Composting,989,7,24927,2022,31.3853,71.6585,0.18000561639266635,0.007070707070707071,0.00032408907819806473,0.2077410991249595,High
Vadodara,Construction,5732,79,21598,6,Incineration,4010,6,24927,2022,31.3853,71.6585,0.22995145824888868,0.0014958863126402393,0.00027779063845548405,0.2653826566044724,High
Vadodara,Hazardous,2037,35,21598,8,Composting,3000,0,24927,2022,31.3853,71.6585,0.08171861836234931,0.0026657780739753416,0.0,0.09430992175563684,High
Vadodara,Plastic,1325,60,21598,6,Recycling,3482,20,24927,2023,31.3853,71.6585,0.05315521322047759,0.0017226528854435831,0.0009259687948516135,0.0613454326589194,High
Vadodara,Organic,2028,85,21598,5,Landfill,2092,8,24927,2023,31.3853,71.6585,0.0813575640838706,0.0023889154323936935,0.0003703875179406454,0.09389323579795361,High
Vadodara,E-Waste,9199,35,21598,10,Composting,4382,18,24927,2023,31.3853,71.6585,0.3690375897473006,0.0022815423226100846,0.0008333719153664522,0.4258993471919996,High
Vadodara,Construction,5872,38,21598,8,Incineration,2663,0,24927,2023,31.3853,71.6585,0.23556785813633538,0.003003003003003003,0.0,0.2718644381684337,High
Vadodara,Hazardous,6592,45,21598,5,Incineration,4874,20,24927,2023,31.3853,71.6585,0.26445220041463263,0.0010256410256410256,0.0009259687948516135,0.3051993147830918,High
Guwahati,Plastic,2374,37,22866,5,Recycling,1243,13,60935,2019,19.7894,85.8429,0.038959547057701494,0.0040192926045016075,0.0005685048322910744,0.10381772860453929,High
Guwahati,Organic,8355,47,22866,10,Landfill,4050,6,60935,2019,19.7894,85.8429,0.1371133174671845,0.0024685262898049864,0.0002623868456728036,0.365373682599379,High
Guwahati,E-Waste,9369,37,22866,9,Landfill,1382,12,60935,2019,19.7894,85.8429,0.15375400016158605,0.006507592190889371,0.0005247736913456073,0.40971705951808285,High
Guwahati,Construction,8457,79,22866,6,Incineration,1687,7,60935,2019,19.7894,85.8429,0.138787232294432,0.0035545023696682463,0.00030611798661827087,0.3698342589758167,High
Guwahati,Hazardous,4891,56,22866,5,Recycling,3499,11,60935,2019,19.7894,85.8429,0.08026585705948526,0.0014285714285714286,0.00048104255040013995,0.2138890103642804,High
Guwahati,Plastic,822,80,22866,6,Landfill,4966,13,60935,2020,19.7894,85.8429,0.01348978419605334,0.0012079726192872962,0.0005685048322910744,0.0359469978571741,High
Guwahati,Organic,4079,73,22866,8,Incineration,2246,18,60935,2020,19.7894,85.8429,0.06694018216022089,0.0035603026257231864,0.0007871605370184108,0.17837932391656097,High
Guwahati,E-Waste,4047,58,22866,6,Recycling,4462,3,60935,2020,19.7894,85.8429,0.06641503241049618,0.0013443871835088505,0.0001311934228364018,0.17697992740630603,High
Guwahati,Construction,3438,63,22866,8,Incineration,1247,1,60935,2020,19.7894,85.8429,0.05642077623604791,0.00641025641025641,4.3731140945467264e-05,0.15034766257051646,High
Guwahati,Hazardous,3115,46,22866,6,Composting,4252,17,60935,2020,19.7894,85.8429,0.05112004594976417,0.0014107688690336232,0.0007434293960729435,0.13622250404513053,High
Guwahati,Plastic,1484,78,22866,6,Composting,4003,3,60935,2021,19.7894,85.8429,0.024353819643483158,0.0014985014985014985,0.0001311934228364018,0.06489701316307342,High
Guwahati,Organic,4543,79,22866,7,Recycling,3813,13,60935,2021,19.7894,85.8429,0.07455485353122909,0.0018353434714210803,0.0005685048322910744,0.19867057331525778,High
Guwahati,E-Waste,7401,82,22866,9,Incineration,4307,3,60935,2021,19.7894,85.8429,0.12145729055351674,0.0020891364902506965,0.0001311934228364018,0.32365417413740327,High
Guwahati,Construction,9218,84,22866,9,Composting,1433,7,60935,2021,19.7894,85.8429,0.1512759497800726,0.006276150627615063,0.00030611798661827087,0.4031136572353173,High
Guwahati,Hazardous,7562,74,22866,6,Incineration,3410,18,60935,2021,19.7894,85.8429,0.12409945023181916,0.001759014951627089,0.0007871605370184108,0.3306948878296235,High
Guwahati,Plastic,6340,47,22866,9,Incineration,2172,3,60935,2022,19.7894,85.8429,0.10404529416420702,0.0041417395306028535,0.0001311934228364018,0.27725543359426247,High
Guwahati,Organic,1976,39,22866,5,Composting,930,8,60935,2022,19.7894,85.8429,0.032427997045500485,0.0053705692803437165,0.0003498491275637381,0.08641273450824331,High
Guwahati,E-Waste,9002,39,22866,8,Recycling,2298,17,60935,2022,19.7894,85.8429,0.14773118896943085,0.0034797738147020443,0.0007434293960729435,0.39366773079109635,High
Guwahati,Construction,9229,69,22866,8,Landfill,728,0,60935,2022,19.7894,85.8429,0.15145647000654047,0.010973936899862825,0.0,0.40359469978571744,High
Guwahati,Hazardous,3522,70,22866,9,Composting,1428,16,60935,2022,19.7894,85.8429,0.057799294329075254,0.006298110566829951,0.0006996982551274762,0.1540210784099357,High
